"gene_compare","fc_mean","p_mean","support_n","final","Confidence(%)"
"ENSG00000106780 HCC1395/HCC1395BL",2.10030218768191,0,7,"up-regulate",87.5
"ENSG00000106785 HCC1395/HCC1395BL",0.753238575231729,0,8,"non-DEG",100
"ENSG00000106789 HCC1395/HCC1395BL",3.23031221058744,3.27167814506903e-251,8,"up-regulate",100
"ENSG00000106799 HCC1395/HCC1395BL",2.29665835647603,0,8,"up-regulate",100
"ENSG00000106803 HCC1395/HCC1395BL",0.878197590999296,3.01531805529544e-153,8,"non-DEG",100
"ENSG00000106804 HCC1395/HCC1395BL",2.00103272090488,0,7,"non-DEG",87.5
"ENSG00000106853 HCC1395/HCC1395BL",0.865564693868694,2.90077863721087e-78,8,"non-DEG",100
"ENSG00000106948 HCC1395/HCC1395BL",0.104081361885578,0,8,"down-regulate",100
"ENSG00000106976 HCC1395/HCC1395BL",5.95366264702625,0,8,"up-regulate",100
"ENSG00000106991 HCC1395/HCC1395BL",18.1667564744035,0,8,"up-regulate",100
"ENSG00000106992 HCC1395/HCC1395BL",11.2502132225313,0,8,"up-regulate",100
"ENSG00000106993 HCC1395/HCC1395BL",2.02676450291513,0,5.33333333333333,"up-regulate",66.6666666666667
"ENSG00000107020 HCC1395/HCC1395BL",0.602812638619367,0,8,"non-DEG",100
"ENSG00000107036 HCC1395/HCC1395BL",0.384697205037784,0,8,"down-regulate",100
"ENSG00000107077 HCC1395/HCC1395BL",0.705458898113232,0,8,"non-DEG",100
"ENSG00000107104 HCC1395/HCC1395BL",13.9995577408813,0,8,"up-regulate",100
"ENSG00000107105 HCC1395/HCC1395BL",2.31588813971983,0,5,"up-regulate",62.5
"ENSG00000107130 HCC1395/HCC1395BL",75.2055522779785,0,8,"up-regulate",100
"ENSG00000107140 HCC1395/HCC1395BL",0.896987178551345,1.10396139609484e-59,8,"non-DEG",100
"ENSG00000107164 HCC1395/HCC1395BL",1.1552156783487,1.05971549626137e-92,8,"non-DEG",100
"ENSG00000107175 HCC1395/HCC1395BL",0.934196606803893,6.01832033319013e-08,8,"non-DEG",100
"ENSG00000107185 HCC1395/HCC1395BL",0.971476440094066,3.9240783238102e-93,8,"non-DEG",100
"ENSG00000107242 HCC1395/HCC1395BL",0.0416963215635903,0,8,"down-regulate",100
"ENSG00000107262 HCC1395/HCC1395BL",0.449584106173401,0,7,"down-regulate",87.5
"ENSG00000107281 HCC1395/HCC1395BL",2.90981412833188,0,8,"up-regulate",100
"ENSG00000107331 HCC1395/HCC1395BL",5.31673281993699,0,8,"up-regulate",100
"ENSG00000107362 HCC1395/HCC1395BL",0.702787448173633,2.75509439403747e-274,8,"non-DEG",100
"ENSG00000107371 HCC1395/HCC1395BL",0.403262258055741,0,6.33333333333333,"down-regulate",79.1666666666667
"ENSG00000107404 HCC1395/HCC1395BL",1.78164529936032,0,8,"non-DEG",100
"ENSG00000107438 HCC1395/HCC1395BL",0.00354208758373555,0,8,"down-regulate",100
"ENSG00000107443 HCC1395/HCC1395BL",0.63501879731489,5.41427051383885e-254,7.5,"non-DEG",93.75
"ENSG00000107485 HCC1395/HCC1395BL",0.0526351430408085,0,8,"down-regulate",100
"ENSG00000107521 HCC1395/HCC1395BL",0.790005412471806,2.14577649659075e-247,8,"non-DEG",100
"ENSG00000107537 HCC1395/HCC1395BL",1.61116261587175,0,8,"non-DEG",100
"ENSG00000107551 HCC1395/HCC1395BL",0.0902158758656316,0,8,"down-regulate",100
"ENSG00000107554 HCC1395/HCC1395BL",0.441151081047509,0,8,"down-regulate",100
"ENSG00000107560 HCC1395/HCC1395BL",1.17288611123184,9.8050779753375e-79,8,"non-DEG",100
"ENSG00000107562 HCC1395/HCC1395BL",224.752470925195,0,8,"up-regulate",100
"ENSG00000107566 HCC1395/HCC1395BL",2.75319177314437,0,8,"up-regulate",100
"ENSG00000107581 HCC1395/HCC1395BL",0.740341140459328,0,8,"non-DEG",100
"ENSG00000107614 HCC1395/HCC1395BL",0.938808490888412,2.32233939875394e-28,8,"non-DEG",100
"ENSG00000107625 HCC1395/HCC1395BL",0.602508524888376,0,8,"non-DEG",100
"ENSG00000107643 HCC1395/HCC1395BL",0.427775702165867,0,8,"down-regulate",100
"ENSG00000107651 HCC1395/HCC1395BL",0.531359579397066,0,6.66666666666667,"non-DEG",83.3333333333333
"ENSG00000107669 HCC1395/HCC1395BL",1.66250043365491,0,8,"non-DEG",100
"ENSG00000107672 HCC1395/HCC1395BL",0.553445340815735,0,7.33333333333333,"non-DEG",91.6666666666667
"ENSG00000107679 HCC1395/HCC1395BL",10.8198523445771,0,8,"up-regulate",100
"ENSG00000107719 HCC1395/HCC1395BL",0.0685153740128721,0,8,"down-regulate",100
"ENSG00000107738 HCC1395/HCC1395BL",0.189498724907466,5.56268464628045e-309,8,"down-regulate",100
"ENSG00000107742 HCC1395/HCC1395BL",3.94490505217376,0,8,"up-regulate",100
"ENSG00000107745 HCC1395/HCC1395BL",0.995823775528001,1.59534120656848e-35,8,"non-DEG",100
"ENSG00000107758 HCC1395/HCC1395BL",0.648615423392701,8.87734824419465e-293,8,"non-DEG",100
"ENSG00000107771 HCC1395/HCC1395BL",1.48477736326853,0,8,"non-DEG",100
"ENSG00000107779 HCC1395/HCC1395BL",1.2456798852686,5.6291438318815e-262,8,"non-DEG",100
"ENSG00000107789 HCC1395/HCC1395BL",0.774356178323667,1.75036523511723e-153,8,"non-DEG",100
"ENSG00000107796 HCC1395/HCC1395BL",0.819865217947015,1.57354593197069e-97,8,"non-DEG",100
"ENSG00000107798 HCC1395/HCC1395BL",1.24574023651176,3.47229912163674e-202,8,"non-DEG",100
"ENSG00000107815 HCC1395/HCC1395BL",0.721403871000546,0,8,"non-DEG",100
"ENSG00000107816 HCC1395/HCC1395BL",2.66353534896923,0,8,"up-regulate",100
"ENSG00000107819 HCC1395/HCC1395BL",10.4086024866557,0,8,"up-regulate",100
"ENSG00000107821 HCC1395/HCC1395BL",0.856176740944301,6.73839313458957e-30,8,"non-DEG",100
"ENSG00000107829 HCC1395/HCC1395BL",0.548712796539203,0,6.5,"non-DEG",81.25
"ENSG00000107833 HCC1395/HCC1395BL",0.395516919640454,0,8,"down-regulate",100
"ENSG00000107854 HCC1395/HCC1395BL",1.39787980570049,0,8,"non-DEG",100
"ENSG00000107862 HCC1395/HCC1395BL",1.25439180121943,1.39067144593551e-309,8,"non-DEG",100
"ENSG00000107863 HCC1395/HCC1395BL",1.98056406926644,0,6,"up-regulate",75
"ENSG00000107872 HCC1395/HCC1395BL",0.586491327391087,3.9449557246204e-160,6.75,"non-DEG",84.375
"ENSG00000107874 HCC1395/HCC1395BL",0.481921937180442,0,6.33333333333333,"down-regulate",79.1666666666667
"ENSG00000107882 HCC1395/HCC1395BL",1.52770614427059,0,8,"non-DEG",100
"ENSG00000107890 HCC1395/HCC1395BL",0.437619158533645,0,7.5,"down-regulate",93.75
"ENSG00000107897 HCC1395/HCC1395BL",1.14010443383307,2.32010129526058e-132,8,"non-DEG",100
"ENSG00000107902 HCC1395/HCC1395BL",8.11496300793025,0,8,"up-regulate",100
"ENSG00000107929 HCC1395/HCC1395BL",0.511829269863947,0,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000107937 HCC1395/HCC1395BL",0.52638425232984,0,7.25,"non-DEG",90.625
"ENSG00000107938 HCC1395/HCC1395BL",0.445396250615832,0,7,"down-regulate",87.5
"ENSG00000107949 HCC1395/HCC1395BL",0.970019207886958,1.40620019274814e-32,8,"non-DEG",100
"ENSG00000107951 HCC1395/HCC1395BL",0.844803026895875,1.3464817406967e-141,8,"non-DEG",100
"ENSG00000107957 HCC1395/HCC1395BL",0.335444340181407,0,8,"down-regulate",100
"ENSG00000107959 HCC1395/HCC1395BL",1.57513898191145,0,8,"non-DEG",100
"ENSG00000107968 HCC1395/HCC1395BL",0.173818459760471,0,8,"down-regulate",100
"ENSG00000108010 HCC1395/HCC1395BL",0.893855044946592,8.5034640452953e-70,8,"non-DEG",100
"ENSG00000108021 HCC1395/HCC1395BL",0.886399647244903,5.75437217540275e-171,8,"non-DEG",100
"ENSG00000108039 HCC1395/HCC1395BL",0.646439413384772,0,8,"non-DEG",100
"ENSG00000108055 HCC1395/HCC1395BL",0.588490632207842,0,8,"non-DEG",100
"ENSG00000108061 HCC1395/HCC1395BL",0.418851981331583,0,8,"down-regulate",100
"ENSG00000108064 HCC1395/HCC1395BL",0.574578178476445,0,8,"non-DEG",100
"ENSG00000108091 HCC1395/HCC1395BL",0.474280032734645,0,7.25,"down-regulate",90.625
"ENSG00000108094 HCC1395/HCC1395BL",1.50491305976167,0,8,"non-DEG",100
"ENSG00000108100 HCC1395/HCC1395BL",1.3982648565759,0,8,"non-DEG",100
"ENSG00000108106 HCC1395/HCC1395BL",1.75832291790768,0,8,"non-DEG",100
"ENSG00000108107 HCC1395/HCC1395BL",1.54782155128742,0,8,"non-DEG",100
"ENSG00000108175 HCC1395/HCC1395BL",1.77115576027457,0,8,"non-DEG",100
"ENSG00000108179 HCC1395/HCC1395BL",0.787861505856729,3.70845643084535e-309,8,"non-DEG",100
"ENSG00000108187 HCC1395/HCC1395BL",1.80812602424648,1.70474275088887e-271,6,"non-DEG",75
"ENSG00000108219 HCC1395/HCC1395BL",0.229222289629102,0,8,"down-regulate",100
"ENSG00000108239 HCC1395/HCC1395BL",0.581544337744284,0,8,"non-DEG",100
"ENSG00000108262 HCC1395/HCC1395BL",0.76433671563102,2.57423956863694e-267,8,"non-DEG",100
"ENSG00000108298 HCC1395/HCC1395BL",0.670111018228365,2.64417253602751e-285,8,"non-DEG",100
"ENSG00000108306 HCC1395/HCC1395BL",1.05060562255504,6.43389250606197e-26,8,"non-DEG",100
"ENSG00000108309 HCC1395/HCC1395BL",2.58630719305899,6.42123263550258e-188,6.5,"up-regulate",81.25
"ENSG00000108312 HCC1395/HCC1395BL",1.27314468975259,0,8,"non-DEG",100
"ENSG00000108344 HCC1395/HCC1395BL",0.629516368356197,0,8,"non-DEG",100
"ENSG00000108349 HCC1395/HCC1395BL",0.75960358491739,0,8,"non-DEG",100
"ENSG00000108352 HCC1395/HCC1395BL",0.770945915158271,1.07754475518061e-176,8,"non-DEG",100
"ENSG00000108370 HCC1395/HCC1395BL",5.52501815425484,0,8,"up-regulate",100
"ENSG00000108379 HCC1395/HCC1395BL",5.73532975176862,0,8,"up-regulate",100
"ENSG00000108384 HCC1395/HCC1395BL",0.209528595831933,0,8,"down-regulate",100
"ENSG00000108389 HCC1395/HCC1395BL",0.286067697952729,0,8,"down-regulate",100
"ENSG00000108395 HCC1395/HCC1395BL",1.21765564444515,1.67602466802515e-171,8,"non-DEG",100
"ENSG00000108406 HCC1395/HCC1395BL",1.62893497533862,0,8,"non-DEG",100
"ENSG00000108423 HCC1395/HCC1395BL",0.823805178803922,4.56320194250024e-110,8,"non-DEG",100
"ENSG00000108424 HCC1395/HCC1395BL",0.579339414966639,0,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000108433 HCC1395/HCC1395BL",0.802609367991514,2.29830546364837e-221,8,"non-DEG",100
"ENSG00000108443 HCC1395/HCC1395BL",0.534592541401725,0,7,"non-DEG",87.5
"ENSG00000108465 HCC1395/HCC1395BL",0.568430081993538,4.4043241684217e-280,7,"non-DEG",87.5
"ENSG00000108468 HCC1395/HCC1395BL",0.824469585880185,8.7430509936379e-267,8,"non-DEG",100
"ENSG00000108469 HCC1395/HCC1395BL",1.53135685232098,0,8,"non-DEG",100
"ENSG00000108474 HCC1395/HCC1395BL",0.765519819508622,1.90930771228343e-176,8,"non-DEG",100
"ENSG00000108479 HCC1395/HCC1395BL",3.59543248325523,0,8,"up-regulate",100
"ENSG00000108506 HCC1395/HCC1395BL",0.47549248223651,0,7.5,"down-regulate",93.75
"ENSG00000108509 HCC1395/HCC1395BL",0.687584322398459,2.99783475283767e-245,8,"non-DEG",100
"ENSG00000108515 HCC1395/HCC1395BL",0.261237450483305,0,8,"down-regulate",100
"ENSG00000108523 HCC1395/HCC1395BL",0.825043915778656,2.5480322879123e-140,8,"non-DEG",100
"ENSG00000108528 HCC1395/HCC1395BL",1.20846230525796,5.58995323758257e-160,8,"non-DEG",100
"ENSG00000108556 HCC1395/HCC1395BL",2.09971802193111,1.3167715266342e-151,5.5,"up-regulate",68.75
"ENSG00000108559 HCC1395/HCC1395BL",0.603273084509479,0,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000108561 HCC1395/HCC1395BL",0.40663764980129,0,8,"down-regulate",100
"ENSG00000108578 HCC1395/HCC1395BL",0.161055649188659,0,8,"down-regulate",100
"ENSG00000108587 HCC1395/HCC1395BL",0.553250332899363,0,8,"non-DEG",100
"ENSG00000108588 HCC1395/HCC1395BL",1.00375282571995,5.528779702991e-16,8,"non-DEG",100
"ENSG00000108590 HCC1395/HCC1395BL",0.885681047589188,7.43775915937755e-44,8,"non-DEG",100
"ENSG00000108591 HCC1395/HCC1395BL",0.93022859036227,6.06937323031304e-152,8,"non-DEG",100
"ENSG00000108592 HCC1395/HCC1395BL",0.663080546165965,0,8,"non-DEG",100
"ENSG00000108599 HCC1395/HCC1395BL",0.828284565201146,1.04246243594514e-191,8,"non-DEG",100
"ENSG00000108604 HCC1395/HCC1395BL",1.02712179524039,5.89329689170931e-11,8,"non-DEG",100
"ENSG00000108639 HCC1395/HCC1395BL",0.376237849688589,0,8,"down-regulate",100
"ENSG00000108641 HCC1395/HCC1395BL",1.72457038871541,2.64510132186395e-242,8,"non-DEG",100
"ENSG00000108651 HCC1395/HCC1395BL",0.573576549084451,0,8,"non-DEG",100
"ENSG00000108654 HCC1395/HCC1395BL",0.84048381998017,8.7535056171702e-277,8,"non-DEG",100
"ENSG00000108666 HCC1395/HCC1395BL",0.456553010758109,0,8,"down-regulate",100
"ENSG00000108669 HCC1395/HCC1395BL",0.237839501862591,0,8,"down-regulate",100
"ENSG00000108671 HCC1395/HCC1395BL",0.676970534275382,0,8,"non-DEG",100
"ENSG00000108679 HCC1395/HCC1395BL",138.68242093157,0,8,"up-regulate",100
"ENSG00000108771 HCC1395/HCC1395BL",0.326182666419718,0,8,"down-regulate",100
"ENSG00000108773 HCC1395/HCC1395BL",0.684739581780484,0,8,"non-DEG",100
"ENSG00000108774 HCC1395/HCC1395BL",1.31195766537018,8.48760101808013e-98,8,"non-DEG",100
"ENSG00000108784 HCC1395/HCC1395BL",0.723141847256739,1.54831122923292e-209,8,"non-DEG",100
"ENSG00000108786 HCC1395/HCC1395BL",1.19593045595236,5.58508081967075e-20,6.66666666666667,"non-DEG",83.3333333333333
"ENSG00000108788 HCC1395/HCC1395BL",0.742771991841251,3.1483795174871e-239,8,"non-DEG",100
"ENSG00000108797 HCC1395/HCC1395BL",0.986486801684837,9.67262858344035e-17,8,"non-DEG",100
"ENSG00000108799 HCC1395/HCC1395BL",0.531710650879138,0,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000108813 HCC1395/HCC1395BL",6.84088347390571,6.0911862428641e-309,8,"up-regulate",100
"ENSG00000108821 HCC1395/HCC1395BL",7.66173967502193,0,8,"up-regulate",100
"ENSG00000108826 HCC1395/HCC1395BL",0.366692434917627,0,8,"down-regulate",100
"ENSG00000108828 HCC1395/HCC1395BL",1.77416879692563,0,8,"non-DEG",100
"ENSG00000108829 HCC1395/HCC1395BL",1.5861616127181,0,8,"non-DEG",100
"ENSG00000108840 HCC1395/HCC1395BL",0.868701712779479,1.67910181773788e-100,8,"non-DEG",100
"ENSG00000108848 HCC1395/HCC1395BL",0.585477197809768,0,8,"non-DEG",100
"ENSG00000108852 HCC1395/HCC1395BL",10.1409846315727,0,8,"up-regulate",100
"ENSG00000108854 HCC1395/HCC1395BL",1.90240616326563,0,6,"non-DEG",75
"ENSG00000108861 HCC1395/HCC1395BL",2.08278835517697,0,5.66666666666667,"up-regulate",70.8333333333333
"ENSG00000108883 HCC1395/HCC1395BL",0.737577227789,0,8,"non-DEG",100
"ENSG00000108924 HCC1395/HCC1395BL",64.9650838744105,0,8,"up-regulate",100
"ENSG00000108932 HCC1395/HCC1395BL",0.698255075267591,3.3883701548138e-195,8,"non-DEG",100
"ENSG00000108946 HCC1395/HCC1395BL",2.30014594834566,0,8,"up-regulate",100
"ENSG00000108953 HCC1395/HCC1395BL",0.92095947051886,4.73322644500327e-119,8,"non-DEG",100
"ENSG00000108960 HCC1395/HCC1395BL",0.379465589830893,0,8,"down-regulate",100
"ENSG00000108963 HCC1395/HCC1395BL",3.62313502468376,0,8,"up-regulate",100
"ENSG00000108984 HCC1395/HCC1395BL",14.009072132652,0,8,"up-regulate",100
"ENSG00000109016 HCC1395/HCC1395BL",0.56093959918072,4.83046994732562e-287,6.25,"non-DEG",78.125
"ENSG00000109046 HCC1395/HCC1395BL",0.678226355460467,0,8,"non-DEG",100
"ENSG00000109062 HCC1395/HCC1395BL",0.242824606138897,0,8,"down-regulate",100
"ENSG00000109063 HCC1395/HCC1395BL",0.300555312885638,0,8,"down-regulate",100
"ENSG00000109065 HCC1395/HCC1395BL",1.53456427824816,1.52207903033675e-276,8,"non-DEG",100
"ENSG00000109066 HCC1395/HCC1395BL",4.00911307354856,0,8,"up-regulate",100
"ENSG00000109079 HCC1395/HCC1395BL",2.32321188517488,0,7.5,"up-regulate",93.75
"ENSG00000109083 HCC1395/HCC1395BL",0.768344397176707,6.79506555723337e-175,8,"non-DEG",100
"ENSG00000109084 HCC1395/HCC1395BL",0.456648998651171,0,8,"down-regulate",100
"ENSG00000109103 HCC1395/HCC1395BL",0.127271720786043,0,8,"down-regulate",100
"ENSG00000109107 HCC1395/HCC1395BL",0.146647131017766,0,8,"down-regulate",100
"ENSG00000109113 HCC1395/HCC1395BL",1.19642861378269,4.27333310065171e-148,8,"non-DEG",100
"ENSG00000109118 HCC1395/HCC1395BL",0.743825937248019,3.28295363491243e-287,8,"non-DEG",100
"ENSG00000109184 HCC1395/HCC1395BL",1.23671773662602,1.81534289540593e-240,8,"non-DEG",100
"ENSG00000109270 HCC1395/HCC1395BL",1.30225914830584,5.8663662744375e-309,8,"non-DEG",100
"ENSG00000109323 HCC1395/HCC1395BL",1.21481350686939,2.89819042902145e-250,8,"non-DEG",100
"ENSG00000109332 HCC1395/HCC1395BL",1.13165926905,4.60112982067404e-222,8,"non-DEG",100
"ENSG00000109381 HCC1395/HCC1395BL",1.2789165120379,2.52644190804272e-180,8,"non-DEG",100
"ENSG00000109390 HCC1395/HCC1395BL",0.576596557993102,2.03927494333934e-300,8,"non-DEG",100
"ENSG00000109436 HCC1395/HCC1395BL",1.73807365130584,0,8,"non-DEG",100
"ENSG00000109466 HCC1395/HCC1395BL",0.463504965005584,0,6.33333333333333,"down-regulate",79.1666666666667
"ENSG00000109472 HCC1395/HCC1395BL",8.18762632300471,0,8,"up-regulate",100
"ENSG00000109475 HCC1395/HCC1395BL",1.04782135409324,2.21449452101946e-19,8,"non-DEG",100
"ENSG00000109519 HCC1395/HCC1395BL",0.686424696919288,0,8,"non-DEG",100
"ENSG00000109534 HCC1395/HCC1395BL",1.6755173901928,0,8,"non-DEG",100
"ENSG00000109536 HCC1395/HCC1395BL",0.494611540222418,3.03040333492913e-309,5,"down-regulate",62.5
"ENSG00000109586 HCC1395/HCC1395BL",0.182238251766538,0,8,"down-regulate",100
"ENSG00000109606 HCC1395/HCC1395BL",0.420813669340503,0,8,"down-regulate",100
"ENSG00000109654 HCC1395/HCC1395BL",9.71876749800018,0,8,"up-regulate",100
"ENSG00000109670 HCC1395/HCC1395BL",0.103905784478441,0,8,"down-regulate",100
"ENSG00000109680 HCC1395/HCC1395BL",1.47360472559266,5.01558385320099e-226,8,"non-DEG",100
"ENSG00000109689 HCC1395/HCC1395BL",1.23823702557061,2.16782735670863e-285,8,"non-DEG",100
"ENSG00000109736 HCC1395/HCC1395BL",0.506029383025507,0,5.33333333333333,"down-regulate",66.6666666666667
"ENSG00000109756 HCC1395/HCC1395BL",5.73748619336939,0,8,"up-regulate",100
"ENSG00000109775 HCC1395/HCC1395BL",0.86244480426304,9.94059509390505e-92,8,"non-DEG",100
"ENSG00000109787 HCC1395/HCC1395BL",1.5535608972326,0,8,"non-DEG",100
"ENSG00000109805 HCC1395/HCC1395BL",0.202116495196241,0,8,"down-regulate",100
"ENSG00000109854 HCC1395/HCC1395BL",0.148734360374652,0,8,"down-regulate",100
"ENSG00000109861 HCC1395/HCC1395BL",0.502234624953118,0,6.66666666666667,"down-regulate",83.3333333333333
"ENSG00000109881 HCC1395/HCC1395BL",0.416138107836366,0,8,"down-regulate",100
"ENSG00000109911 HCC1395/HCC1395BL",0.676708816556704,2.1064031784387e-273,8,"non-DEG",100
"ENSG00000109917 HCC1395/HCC1395BL",0.617709812834447,0,8,"non-DEG",100
"ENSG00000109919 HCC1395/HCC1395BL",0.700661435899872,0,8,"non-DEG",100
"ENSG00000109920 HCC1395/HCC1395BL",0.533427143928904,0,7,"non-DEG",87.5
"ENSG00000109927 HCC1395/HCC1395BL",0.75510592852937,3.20574612225945e-42,8,"non-DEG",100
"ENSG00000109929 HCC1395/HCC1395BL",0.677430860170419,5.44132743134823e-294,8,"non-DEG",100
"ENSG00000109944 HCC1395/HCC1395BL",0.359839045673886,1.24160120370372e-210,7,"down-regulate",87.5
"ENSG00000109971 HCC1395/HCC1395BL",0.838605166609345,2.64457788868297e-308,8,"non-DEG",100
"ENSG00000110002 HCC1395/HCC1395BL",15.8285951203609,0,8,"up-regulate",100
"ENSG00000110011 HCC1395/HCC1395BL",4.33439546413276,0,8,"up-regulate",100
"ENSG00000110013 HCC1395/HCC1395BL",2.14908242315491,0,5.5,"up-regulate",68.75
"ENSG00000110025 HCC1395/HCC1395BL",2.60389093254576,1.36850827519319e-260,7,"non-DEG",87.5
"ENSG00000110031 HCC1395/HCC1395BL",0.12193128296189,0,8,"down-regulate",100
"ENSG00000110042 HCC1395/HCC1395BL",0.0269392769084698,0,8,"down-regulate",100
"ENSG00000110046 HCC1395/HCC1395BL",2.3635914919375,0,8,"up-regulate",100
"ENSG00000110047 HCC1395/HCC1395BL",0.548963930922874,0,8,"non-DEG",100
"ENSG00000110048 HCC1395/HCC1395BL",1.73294036142643,0,8,"non-DEG",100
"ENSG00000110057 HCC1395/HCC1395BL",0.901553407909501,5.96094264781438e-90,8,"non-DEG",100
"ENSG00000110060 HCC1395/HCC1395BL",0.923846230390657,1.3215526562533e-10,8,"non-DEG",100
"ENSG00000110063 HCC1395/HCC1395BL",0.860524809084898,7.6001142924175e-198,8,"non-DEG",100
"ENSG00000110066 HCC1395/HCC1395BL",3.06420162053134,0,8,"up-regulate",100
"ENSG00000110074 HCC1395/HCC1395BL",0.531582845746599,5.16452540351513e-187,5.75,"non-DEG",71.875
"ENSG00000110075 HCC1395/HCC1395BL",1.35039235046645,0,8,"non-DEG",100
"ENSG00000110080 HCC1395/HCC1395BL",23.466023713448,0,8,"up-regulate",100
"ENSG00000110090 HCC1395/HCC1395BL",2.35603445024525,0,8,"up-regulate",100
"ENSG00000110092 HCC1395/HCC1395BL",11.9141340804342,0,8,"up-regulate",100
"ENSG00000110104 HCC1395/HCC1395BL",2.66933167364626,0,8,"up-regulate",100
"ENSG00000110107 HCC1395/HCC1395BL",1.42099903621736,0,8,"non-DEG",100
"ENSG00000110108 HCC1395/HCC1395BL",2.28768550779595,0,8,"up-regulate",100
"ENSG00000110169 HCC1395/HCC1395BL",3.84189049047065,2.46776519569064e-226,8,"up-regulate",100
"ENSG00000110200 HCC1395/HCC1395BL",0.716706446615851,2.41044419067037e-128,8,"non-DEG",100
"ENSG00000110218 HCC1395/HCC1395BL",0.645014565749221,0,8,"non-DEG",100
"ENSG00000110237 HCC1395/HCC1395BL",34.9594449940073,0,8,"up-regulate",100
"ENSG00000110274 HCC1395/HCC1395BL",0.598722974595975,0,8,"non-DEG",100
"ENSG00000110315 HCC1395/HCC1395BL",0.642662709475181,4.34495218015927e-308,8,"non-DEG",100
"ENSG00000110318 HCC1395/HCC1395BL",20.1401643357688,0,8,"up-regulate",100
"ENSG00000110321 HCC1395/HCC1395BL",1.12160945285063,1.69970677476485e-302,8,"non-DEG",100
"ENSG00000110328 HCC1395/HCC1395BL",0.418951400026656,0,8,"down-regulate",100
"ENSG00000110330 HCC1395/HCC1395BL",0.746567672193778,0,8,"non-DEG",100
"ENSG00000110367 HCC1395/HCC1395BL",0.980441695892502,1.09637704540318e-16,8,"non-DEG",100
"ENSG00000110395 HCC1395/HCC1395BL",0.547921120507818,0,8,"non-DEG",100
"ENSG00000110400 HCC1395/HCC1395BL",1.67195071347254,0,8,"non-DEG",100
"ENSG00000110422 HCC1395/HCC1395BL",0.877090056494032,4.14522606639847e-178,8,"non-DEG",100
"ENSG00000110427 HCC1395/HCC1395BL",8.75703840291306,0,8,"up-regulate",100
"ENSG00000110429 HCC1395/HCC1395BL",1.59297235659919,0,8,"non-DEG",100
"ENSG00000110435 HCC1395/HCC1395BL",0.849075780733601,1.22765160880495e-162,8,"non-DEG",100
"ENSG00000110455 HCC1395/HCC1395BL",6.5960024242311,0,8,"up-regulate",100
"ENSG00000110492 HCC1395/HCC1395BL",3.80365456911903,0,8,"up-regulate",100
"ENSG00000110497 HCC1395/HCC1395BL",0.952891784298839,1.97696828827326e-09,8,"non-DEG",100
"ENSG00000110514 HCC1395/HCC1395BL",0.561334613420391,0,8,"non-DEG",100
"ENSG00000110536 HCC1395/HCC1395BL",0.802589096306938,1.37231256268447e-07,8,"non-DEG",100
"ENSG00000110583 HCC1395/HCC1395BL",1.75637091452206,0,8,"non-DEG",100
"ENSG00000110619 HCC1395/HCC1395BL",0.509547642815788,0,5.25,"non-DEG",65.625
"ENSG00000110628 HCC1395/HCC1395BL",2.2986141722573,0,7.66666666666667,"up-regulate",95.8333333333333
"ENSG00000110651 HCC1395/HCC1395BL",3.21481966458737,0,8,"up-regulate",100
"ENSG00000110660 HCC1395/HCC1395BL",0.500939387205949,0,6,"non-DEG",75
"ENSG00000110696 HCC1395/HCC1395BL",0.748421058564723,0,8,"non-DEG",100
"ENSG00000110697 HCC1395/HCC1395BL",1.0171578894432,1.04637831972333e-05,8,"non-DEG",100
"ENSG00000110700 HCC1395/HCC1395BL",0.61477441433303,0,8,"non-DEG",100
"ENSG00000110711 HCC1395/HCC1395BL",1.685815318565,1.11136000554957e-297,8,"non-DEG",100
"ENSG00000110713 HCC1395/HCC1395BL",0.82941067377897,0,8,"non-DEG",100
"ENSG00000110717 HCC1395/HCC1395BL",2.05367349309071,0,6,"up-regulate",75
"ENSG00000110719 HCC1395/HCC1395BL",0.126372739105864,0,8,"down-regulate",100
"ENSG00000110721 HCC1395/HCC1395BL",0.616627156669666,2.2187840486083e-309,8,"non-DEG",100
"ENSG00000110756 HCC1395/HCC1395BL",0.689821148990246,1.88665228189119e-306,8,"non-DEG",100
"ENSG00000110768 HCC1395/HCC1395BL",0.671817648429611,0,8,"non-DEG",100
"ENSG00000110801 HCC1395/HCC1395BL",1.36310061541512,1.26128077707817e-67,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000110841 HCC1395/HCC1395BL",8.87208696172069,0,8,"up-regulate",100
"ENSG00000110844 HCC1395/HCC1395BL",1.81025683107949,1.24709474518185e-281,5,"non-DEG",62.5
"ENSG00000110851 HCC1395/HCC1395BL",0.712166082758212,0,8,"non-DEG",100
"ENSG00000110852 HCC1395/HCC1395BL",0.0343096091091216,0,8,"down-regulate",100
"ENSG00000110871 HCC1395/HCC1395BL",0.320274053801772,0,8,"down-regulate",100
"ENSG00000110876 HCC1395/HCC1395BL",0.0630294746790824,0,8,"down-regulate",100
"ENSG00000110880 HCC1395/HCC1395BL",0.621528898520302,0,8,"non-DEG",100
"ENSG00000110881 HCC1395/HCC1395BL",2.57427953809418,0,7.75,"up-regulate",96.875
