"gene_compare","fc_mean","p_mean","support_n","final","Confidence(%)"
"ENSG00000181830 HCC1395/HCC1395BL",1.45545865151774,1.18758733137865e-264,8,"non-DEG",100
"ENSG00000181852 HCC1395/HCC1395BL",0.96323926281291,7.9961357252015e-26,8,"non-DEG",100
"ENSG00000181873 HCC1395/HCC1395BL",1.13191834510992,1.73138390994742e-42,8,"non-DEG",100
"ENSG00000181894 HCC1395/HCC1395BL",1.97299645403011,0,6,"non-DEG",75
"ENSG00000181915 HCC1395/HCC1395BL",0.572757172732629,0,8,"non-DEG",100
"ENSG00000181924 HCC1395/HCC1395BL",0.45863683724076,0,8,"down-regulate",100
"ENSG00000182010 HCC1395/HCC1395BL",2.91820924181505,1.42183457702392e-280,8,"up-regulate",100
"ENSG00000182087 HCC1395/HCC1395BL",0.932469679406686,9.12395500474125e-137,8,"non-DEG",100
"ENSG00000182095 HCC1395/HCC1395BL",1.60478165782374,0,8,"non-DEG",100
"ENSG00000182117 HCC1395/HCC1395BL",0.442614720189232,0,8,"down-regulate",100
"ENSG00000182118 HCC1395/HCC1395BL",1.91273356981944,4.5389959823802e-161,5.33333333333333,"non-DEG",66.6666666666667
"ENSG00000182149 HCC1395/HCC1395BL",1.90972011691551,0,7,"non-DEG",87.5
"ENSG00000182154 HCC1395/HCC1395BL",0.834724399705874,2.11137230509334e-140,8,"non-DEG",100
"ENSG00000182158 HCC1395/HCC1395BL",1.69310136714858,0,8,"non-DEG",100
"ENSG00000182165 HCC1395/HCC1395BL",0.513009572683746,3.16170786158088e-272,5,"non-DEG",62.5
"ENSG00000182175 HCC1395/HCC1395BL",280.401951402565,0,8,"up-regulate",100
"ENSG00000182180 HCC1395/HCC1395BL",0.451320011687504,0,8,"down-regulate",100
"ENSG00000182197 HCC1395/HCC1395BL",14.1651140170004,0,8,"up-regulate",100
"ENSG00000182208 HCC1395/HCC1395BL",0.693056209224071,3.5255443929527e-239,8,"non-DEG",100
"ENSG00000182220 HCC1395/HCC1395BL",1.72619685270498,0,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000182224 HCC1395/HCC1395BL",2.38674184824231,0,6,"up-regulate",75
"ENSG00000182240 HCC1395/HCC1395BL",529.537288363386,0,8,"up-regulate",100
"ENSG00000182247 HCC1395/HCC1395BL",0.933209918491144,2.19369212174352e-35,8,"non-DEG",100
"ENSG00000182287 HCC1395/HCC1395BL",0.612325154600952,0,7.5,"non-DEG",93.75
"ENSG00000182307 HCC1395/HCC1395BL",3.60789703598144,0,8,"up-regulate",100
"ENSG00000182308 HCC1395/HCC1395BL",0.579498316828734,1.52901931900835e-235,7,"non-DEG",87.5
"ENSG00000182318 HCC1395/HCC1395BL",0.740269009525287,4.78108655389277e-193,8,"non-DEG",100
"ENSG00000182324 HCC1395/HCC1395BL",1.13202891627216,9.91106871146415e-17,8,"non-DEG",100
"ENSG00000182325 HCC1395/HCC1395BL",1.9355259780564,0,5.5,"non-DEG",68.75
"ENSG00000182326 HCC1395/HCC1395BL",638.358271621786,0,8,"up-regulate",100
"ENSG00000182359 HCC1395/HCC1395BL",0.477455852200031,1.60776963151394e-250,6,"down-regulate",75
"ENSG00000182372 HCC1395/HCC1395BL",0.814813254179299,4.5211633965795e-90,8,"non-DEG",100
"ENSG00000182379 HCC1395/HCC1395BL",2.89425032699249,0,8,"up-regulate",100
"ENSG00000182400 HCC1395/HCC1395BL",0.653512331780029,1.70478713623492e-218,8,"non-DEG",100
"ENSG00000182446 HCC1395/HCC1395BL",3.1927050299198,0,8,"up-regulate",100
"ENSG00000182473 HCC1395/HCC1395BL",2.65241308136319,0,8,"up-regulate",100
"ENSG00000182481 HCC1395/HCC1395BL",1.16820695042472,8.87295017000065e-257,8,"non-DEG",100
"ENSG00000182484 HCC1395/HCC1395BL",0.530847302083022,2.78134232313405e-309,4.5,"down-regulate",56.25
"ENSG00000182504 HCC1395/HCC1395BL",1.00526362708174,5.4453769341787e-15,8,"non-DEG",100
"ENSG00000182541 HCC1395/HCC1395BL",0.879608423684846,4.97301583707471e-155,8,"non-DEG",100
"ENSG00000182544 HCC1395/HCC1395BL",1.47027477209821,0,8,"non-DEG",100
"ENSG00000182551 HCC1395/HCC1395BL",2.21669954229756,0,8,"up-regulate",100
"ENSG00000182552 HCC1395/HCC1395BL",0.784814169599146,5.3662632690338e-212,8,"non-DEG",100
"ENSG00000182568 HCC1395/HCC1395BL",0.0861536937593096,0,8,"down-regulate",100
"ENSG00000182575 HCC1395/HCC1395BL",2.75774297162022,4.53112121439503e-202,8,"up-regulate",100
"ENSG00000182580 HCC1395/HCC1395BL",205.661760750096,0,8,"up-regulate",100
"ENSG00000182648 HCC1395/HCC1395BL",2.25974904514729,0,8,"up-regulate",100
"ENSG00000182700 HCC1395/HCC1395BL",1.01341575608809,1.4758411261121e-130,8,"non-DEG",100
"ENSG00000182718 HCC1395/HCC1395BL",26.2646030910268,0,8,"up-regulate",100
"ENSG00000182732 HCC1395/HCC1395BL",0.590819896745251,0,8,"non-DEG",100
"ENSG00000182749 HCC1395/HCC1395BL",0.166323443495313,0,8,"down-regulate",100
"ENSG00000182774 HCC1395/HCC1395BL",1.71642894697221,7.65821277833705e-236,6,"non-DEG",75
"ENSG00000182791 HCC1395/HCC1395BL",2.4975632704414,1.27517875491299e-226,7,"up-regulate",87.5
"ENSG00000182796 HCC1395/HCC1395BL",0.681375851055589,2.00379878233185e-192,8,"non-DEG",100
"ENSG00000182810 HCC1395/HCC1395BL",1.62281103762325,3.58830300824903e-225,8,"non-DEG",100
"ENSG00000182827 HCC1395/HCC1395BL",1.84369033578043,0,8,"non-DEG",100
"ENSG00000182831 HCC1395/HCC1395BL",1.3401156125841,1.68670253170156e-307,8,"non-DEG",100
"ENSG00000182858 HCC1395/HCC1395BL",3.5894240453868,0,8,"up-regulate",100
"ENSG00000182872 HCC1395/HCC1395BL",0.725760989387165,0,8,"non-DEG",100
"ENSG00000182919 HCC1395/HCC1395BL",0.781845621789609,5.4414994753887e-170,8,"non-DEG",100
"ENSG00000182944 HCC1395/HCC1395BL",1.20396672606502,3.01288068954208e-233,8,"non-DEG",100
"ENSG00000182963 HCC1395/HCC1395BL",0.863029307777323,2.16241391690507e-93,8,"non-DEG",100
"ENSG00000182973 HCC1395/HCC1395BL",0.868372025383167,6.2708911853394e-138,8,"non-DEG",100
"ENSG00000182979 HCC1395/HCC1395BL",1.16710700381585,5.08982223664835e-126,8,"non-DEG",100
"ENSG00000182985 HCC1395/HCC1395BL",0.0475660603552216,0,8,"down-regulate",100
"ENSG00000182986 HCC1395/HCC1395BL",12.3547752131154,0,8,"up-regulate",100
"ENSG00000182993 HCC1395/HCC1395BL",1.22830159513859,1.91715929686393e-14,8,"non-DEG",100
"ENSG00000183010 HCC1395/HCC1395BL",2.4463048755946,0,8,"up-regulate",100
"ENSG00000183020 HCC1395/HCC1395BL",1.00608890539881,6.51857852975974e-20,8,"non-DEG",100
"ENSG00000183044 HCC1395/HCC1395BL",3.05861584618768,0,8,"up-regulate",100
"ENSG00000183049 HCC1395/HCC1395BL",0.0888044958805394,0,8,"down-regulate",100
"ENSG00000183060 HCC1395/HCC1395BL",1.93124138318088,0,5.5,"non-DEG",68.75
"ENSG00000183072 HCC1395/HCC1395BL",37.1158512128656,0,8,"up-regulate",100
"ENSG00000183077 HCC1395/HCC1395BL",1.33227637872039,0,8,"non-DEG",100
"ENSG00000183087 HCC1395/HCC1395BL",28.5722069287548,0,8,"up-regulate",100
"ENSG00000183092 HCC1395/HCC1395BL",0.215761563595819,9.28975090356765e-290,8,"down-regulate",100
"ENSG00000183137 HCC1395/HCC1395BL",0.828517399229047,7.1354229127825e-164,8,"non-DEG",100
"ENSG00000183150 HCC1395/HCC1395BL",2.21552754574181,0,5.5,"up-regulate",68.75
"ENSG00000183160 HCC1395/HCC1395BL",8.12112885491628,2.27204598726382e-190,8,"up-regulate",100
"ENSG00000183161 HCC1395/HCC1395BL",0.393247818333639,0,8,"down-regulate",100
"ENSG00000183172 HCC1395/HCC1395BL",1.25705760473936,2.25371010856081e-163,8,"non-DEG",100
"ENSG00000183196 HCC1395/HCC1395BL",14.0537865903041,0,8,"up-regulate",100
"ENSG00000183258 HCC1395/HCC1395BL",0.919710231139647,1.38960063748363e-64,8,"non-DEG",100
"ENSG00000183283 HCC1395/HCC1395BL",2.0277553604694,0,4.5,"up-regulate",56.25
"ENSG00000183323 HCC1395/HCC1395BL",0.419955168820637,0,8,"down-regulate",100
"ENSG00000183336 HCC1395/HCC1395BL",0.642725351691166,2.05674590578166e-96,7,"non-DEG",87.5
"ENSG00000183340 HCC1395/HCC1395BL",1.01602923287026,7.19194300858218e-22,8,"non-DEG",100
"ENSG00000183386 HCC1395/HCC1395BL",4.79054465927404,0,8,"up-regulate",100
"ENSG00000183401 HCC1395/HCC1395BL",1.44835536236517,6.13626835979013e-168,8,"non-DEG",100
"ENSG00000183431 HCC1395/HCC1395BL",0.472368705993438,0,7,"down-regulate",87.5
"ENSG00000183454 HCC1395/HCC1395BL",0.0446066271770168,0,8,"down-regulate",100
"ENSG00000183474 HCC1395/HCC1395BL",0.485690452845892,2.781342323134e-309,5.5,"down-regulate",68.75
"ENSG00000183475 HCC1395/HCC1395BL",1.64455090401135,0,8,"non-DEG",100
"ENSG00000183484 HCC1395/HCC1395BL",0.0032377238255635,0,8,"down-regulate",100
"ENSG00000183495 HCC1395/HCC1395BL",0.696151380813436,0,8,"non-DEG",100
"ENSG00000183496 HCC1395/HCC1395BL",18.2644646943493,0,8,"up-regulate",100
"ENSG00000183508 HCC1395/HCC1395BL",0.752703525335862,1.19525626568215e-49,8,"non-DEG",100
"ENSG00000183513 HCC1395/HCC1395BL",1.07508870241215,1.49821013488577e-16,8,"non-DEG",100
"ENSG00000183520 HCC1395/HCC1395BL",0.809138586377107,7.57586426377597e-172,8,"non-DEG",100
"ENSG00000183527 HCC1395/HCC1395BL",0.462210489807276,0,8,"down-regulate",100
"ENSG00000183576 HCC1395/HCC1395BL",1.59527817972616,0,8,"non-DEG",100
"ENSG00000183579 HCC1395/HCC1395BL",2.05584606160991,0,5,"up-regulate",62.5
"ENSG00000183605 HCC1395/HCC1395BL",0.323169507440368,0,8,"down-regulate",100
"ENSG00000183617 HCC1395/HCC1395BL",0.560004850505266,0,6,"non-DEG",75
"ENSG00000183621 HCC1395/HCC1395BL",1.84638042610461,7.11758914242192e-252,7.33333333333333,"non-DEG",91.6666666666667
"ENSG00000183647 HCC1395/HCC1395BL",1.00198767944892,7.17966846349835e-17,8,"non-DEG",100
"ENSG00000183665 HCC1395/HCC1395BL",2.43537582616778,0,8,"up-regulate",100
"ENSG00000183684 HCC1395/HCC1395BL",1.14602590114333,2.50629289807666e-48,8,"non-DEG",100
"ENSG00000183722 HCC1395/HCC1395BL",1.87035375905559,0,4.66666666666667,"non-DEG",58.3333333333333
"ENSG00000183726 HCC1395/HCC1395BL",1.06395185234621,2.4508186363922e-42,8,"non-DEG",100
"ENSG00000183751 HCC1395/HCC1395BL",1.12093616922532,1.1119888691223e-70,8,"non-DEG",100
"ENSG00000183765 HCC1395/HCC1395BL",0.957143773703785,1.13057836490584e-22,8,"non-DEG",100
"ENSG00000183780 HCC1395/HCC1395BL",0.211628358520537,0,8,"down-regulate",100
"ENSG00000183793 HCC1395/HCC1395BL",1.70536215421411,5.9247998101105e-41,8,"non-DEG",100
"ENSG00000183814 HCC1395/HCC1395BL",0.919716864488797,4.6639386609247e-15,8,"non-DEG",100
"ENSG00000183856 HCC1395/HCC1395BL",1.43495752364234,0,8,"non-DEG",100
"ENSG00000183891 HCC1395/HCC1395BL",0.3413691471709,0,8,"down-regulate",100
"ENSG00000183955 HCC1395/HCC1395BL",0.53618513177023,0,6.5,"non-DEG",81.25
"ENSG00000183971 HCC1395/HCC1395BL",1.43341524956802,1.2245239242464e-35,7.33333333333333,"non-DEG",91.6666666666667
"ENSG00000183978 HCC1395/HCC1395BL",0.920406520348688,6.15062177784876e-40,8,"non-DEG",100
"ENSG00000184005 HCC1395/HCC1395BL",6.119010737594,1.98377074670284e-288,8,"up-regulate",100
"ENSG00000184007 HCC1395/HCC1395BL",0.65569741681677,0,8,"non-DEG",100
"ENSG00000184009 HCC1395/HCC1395BL",1.12364626467562,2.57745123990272e-281,8,"non-DEG",100
"ENSG00000184047 HCC1395/HCC1395BL",0.53133225177506,0,7,"non-DEG",87.5
"ENSG00000184056 HCC1395/HCC1395BL",0.796183878450098,1.7052556888771e-69,8,"non-DEG",100
"ENSG00000184083 HCC1395/HCC1395BL",1.63528950993911,0,7.5,"non-DEG",93.75
"ENSG00000184162 HCC1395/HCC1395BL",1.14629406902683,8.22162991944016e-19,8,"non-DEG",100
"ENSG00000184178 HCC1395/HCC1395BL",0.872352956530897,1.12025711591258e-191,8,"non-DEG",100
"ENSG00000184182 HCC1395/HCC1395BL",1.25822504105138,7.5037792367187e-122,8,"non-DEG",100
"ENSG00000184207 HCC1395/HCC1395BL",0.918287063595842,1.7446688540247e-08,8,"non-DEG",100
"ENSG00000184216 HCC1395/HCC1395BL",1.66712005714834,0,8,"non-DEG",100
"ENSG00000184227 HCC1395/HCC1395BL",1.35684013094549,3.3624577740976e-26,8,"non-DEG",100
"ENSG00000184232 HCC1395/HCC1395BL",38.8893744052038,0,8,"up-regulate",100
"ENSG00000184281 HCC1395/HCC1395BL",1.03999290545821,7.29111039018701e-19,8,"non-DEG",100
"ENSG00000184361 HCC1395/HCC1395BL",1.02573510210835,2.2649402942312e-07,6.5,"non-DEG",81.25
"ENSG00000184371 HCC1395/HCC1395BL",0.766649791309755,0,8,"non-DEG",100
"ENSG00000184384 HCC1395/HCC1395BL",1.7114086753929,0,8,"non-DEG",100
"ENSG00000184428 HCC1395/HCC1395BL",5.12646363454191,0,8,"up-regulate",100
"ENSG00000184445 HCC1395/HCC1395BL",0.379900906058914,0,8,"down-regulate",100
"ENSG00000184451 HCC1395/HCC1395BL",0.140557465849388,2.78134232313703e-309,8,"down-regulate",100
"ENSG00000184481 HCC1395/HCC1395BL",0.401496715374351,0,8,"down-regulate",100
"ENSG00000184517 HCC1395/HCC1395BL",2.0954963078516,2.36520495842503e-290,6,"up-regulate",75
"ENSG00000184530 HCC1395/HCC1395BL",0.436219581269805,2.31093446145348e-184,5,"down-regulate",62.5
"ENSG00000184545 HCC1395/HCC1395BL",1.92208126036548,4.58765130696334e-260,5,"non-DEG",62.5
"ENSG00000184557 HCC1395/HCC1395BL",11.2222723304544,0,8,"up-regulate",100
"ENSG00000184575 HCC1395/HCC1395BL",0.647422711826894,0,8,"non-DEG",100
"ENSG00000184588 HCC1395/HCC1395BL",0.204575299969933,0,8,"down-regulate",100
"ENSG00000184602 HCC1395/HCC1395BL",0.449392899374583,0,8,"down-regulate",100
"ENSG00000184634 HCC1395/HCC1395BL",0.538238466665633,0,6,"non-DEG",75
"ENSG00000184661 HCC1395/HCC1395BL",0.565400173164609,0,5.5,"non-DEG",68.75
"ENSG00000184677 HCC1395/HCC1395BL",0.622560852781761,0,8,"non-DEG",100
"ENSG00000184708 HCC1395/HCC1395BL",1.75607370521905,0,7.5,"non-DEG",93.75
"ENSG00000184743 HCC1395/HCC1395BL",9.32555812197773,0,8,"up-regulate",100
"ENSG00000184752 HCC1395/HCC1395BL",0.55587316616945,0,8,"non-DEG",100
"ENSG00000184786 HCC1395/HCC1395BL",0.430006606174704,0,7,"down-regulate",87.5
"ENSG00000184792 HCC1395/HCC1395BL",4.4406356709232,0,8,"up-regulate",100
"ENSG00000184857 HCC1395/HCC1395BL",0.702648026501405,6.375925116177e-232,8,"non-DEG",100
"ENSG00000184867 HCC1395/HCC1395BL",0.847831699823385,3.76803255992583e-123,8,"non-DEG",100
"ENSG00000184900 HCC1395/HCC1395BL",1.67140194776833,0,8,"non-DEG",100
"ENSG00000184916 HCC1395/HCC1395BL",12.7125750395439,0,8,"up-regulate",100
"ENSG00000184922 HCC1395/HCC1395BL",0.0766878610971034,0,8,"down-regulate",100
"ENSG00000184923 HCC1395/HCC1395BL",1.58729633537413,1.43891267110446e-107,6.5,"non-DEG",81.25
"ENSG00000184925 HCC1395/HCC1395BL",1.3043234599619,3.49553282100961e-31,8,"non-DEG",100
"ENSG00000184937 HCC1395/HCC1395BL",2.87748117773745,3.79925327791427e-224,8,"up-regulate",100
"ENSG00000184949 HCC1395/HCC1395BL",4.91183244780905,0,8,"up-regulate",100
"ENSG00000184990 HCC1395/HCC1395BL",1.3545975361952,9.82641071475524e-182,8,"non-DEG",100
"ENSG00000184992 HCC1395/HCC1395BL",0.105635353256626,0,8,"down-regulate",100
"ENSG00000185000 HCC1395/HCC1395BL",3.25089768177862,0,8,"up-regulate",100
"ENSG00000185009 HCC1395/HCC1395BL",0.381472629481325,0,8,"down-regulate",100
"ENSG00000185015 HCC1395/HCC1395BL",1.106302661745,3.14182457140927e-123,8,"non-DEG",100
"ENSG00000185022 HCC1395/HCC1395BL",2.53858419288203,1.01143105986211e-304,8,"up-regulate",100
"ENSG00000185033 HCC1395/HCC1395BL",4.29089821069124,0,8,"up-regulate",100
"ENSG00000185085 HCC1395/HCC1395BL",0.89830992251356,4.5907985246087e-76,8,"non-DEG",100
"ENSG00000185090 HCC1395/HCC1395BL",0.50515718435338,0,4.66666666666667,"non-DEG",58.3333333333333
"ENSG00000185100 HCC1395/HCC1395BL",44.097075076102,0,8,"up-regulate",100
"ENSG00000185101 HCC1395/HCC1395BL",0.138877696689691,0,8,"down-regulate",100
"ENSG00000185104 HCC1395/HCC1395BL",0.982061677943887,2.60273928270142e-46,8,"non-DEG",100
"ENSG00000185115 HCC1395/HCC1395BL",0.391890895559479,0,8,"down-regulate",100
"ENSG00000185122 HCC1395/HCC1395BL",1.9884051092678,0,5,"non-DEG",62.5
"ENSG00000185127 HCC1395/HCC1395BL",0.651594018710677,0,8,"non-DEG",100
"ENSG00000185158 HCC1395/HCC1395BL",0.957234712723127,1.36443982302733e-11,8,"non-DEG",100
"ENSG00000185163 HCC1395/HCC1395BL",0.643244177832216,4.32196455640365e-295,8,"non-DEG",100
"ENSG00000185187 HCC1395/HCC1395BL",0.581875162012917,2.2467738975487e-140,7,"non-DEG",87.5
"ENSG00000185201 HCC1395/HCC1395BL",0.124102651378724,0,8,"down-regulate",100
"ENSG00000185215 HCC1395/HCC1395BL",0.00775887779751864,0,8,"down-regulate",100
"ENSG00000185219 HCC1395/HCC1395BL",1.11725528728164,1.09489328487157e-158,8,"non-DEG",100
"ENSG00000185220 HCC1395/HCC1395BL",2.26634057453582,0,8,"up-regulate",100
"ENSG00000185236 HCC1395/HCC1395BL",1.36620348728629,6.1174237983485e-254,8,"non-DEG",100
"ENSG00000185238 HCC1395/HCC1395BL",0.508514517099947,0,4.66666666666667,"down-regulate",58.3333333333333
"ENSG00000185246 HCC1395/HCC1395BL",0.596743052840951,0,8,"non-DEG",100
"ENSG00000185267 HCC1395/HCC1395BL",1.32846301146389,1.65423717981832e-61,7.75,"non-DEG",96.875
"ENSG00000185298 HCC1395/HCC1395BL",1.45444432851631,0,8,"non-DEG",100
"ENSG00000185305 HCC1395/HCC1395BL",0.769778271141901,2.17272728025838e-64,7.5,"non-DEG",93.75
"ENSG00000185338 HCC1395/HCC1395BL",0.045277065588168,0,8,"down-regulate",100
"ENSG00000185339 HCC1395/HCC1395BL",0.216077370196111,0,8,"down-regulate",100
"ENSG00000185340 HCC1395/HCC1395BL",175.471035650947,0,8,"up-regulate",100
"ENSG00000185344 HCC1395/HCC1395BL",0.464971546619372,0,7,"down-regulate",87.5
"ENSG00000185347 HCC1395/HCC1395BL",0.898545154304116,1.42360417447572e-48,8,"non-DEG",100
"ENSG00000185352 HCC1395/HCC1395BL",0.0108928946237295,0,8,"down-regulate",100
"ENSG00000185361 HCC1395/HCC1395BL",0.529549060334004,1.10277165184738e-292,6,"non-DEG",75
"ENSG00000185404 HCC1395/HCC1395BL",0.729274838662514,0,8,"non-DEG",100
"ENSG00000185414 HCC1395/HCC1395BL",1.201701456553,2.05870386283382e-100,8,"non-DEG",100
"ENSG00000185418 HCC1395/HCC1395BL",1.54534871696106,0,8,"non-DEG",100
"ENSG00000185420 HCC1395/HCC1395BL",0.549064317482458,0,7,"non-DEG",87.5
"ENSG00000185432 HCC1395/HCC1395BL",3.90813177851973,1.72511415446925e-219,8,"up-regulate",100
"ENSG00000185436 HCC1395/HCC1395BL",10.9778423880492,0,8,"up-regulate",100
"ENSG00000185442 HCC1395/HCC1395BL",2.52940910194686,1.217184781277e-174,7,"up-regulate",87.5
"ENSG00000185475 HCC1395/HCC1395BL",4.21008729985741,0,8,"up-regulate",100
"ENSG00000185482 HCC1395/HCC1395BL",0.473176008650807,2.61420528032113e-253,5.66666666666667,"non-DEG",70.8333333333333
"ENSG00000185499 HCC1395/HCC1395BL",14.8898078326905,0,8,"up-regulate",100
"ENSG00000185504 HCC1395/HCC1395BL",1.86953366666083,0,6.5,"non-DEG",81.25
"ENSG00000185513 HCC1395/HCC1395BL",0.0888529258625886,0,8,"down-regulate",100
"ENSG00000185515 HCC1395/HCC1395BL",0.493322335983908,0,6,"down-regulate",75
"ENSG00000185522 HCC1395/HCC1395BL",1.06887019745041,4.14888391047846e-07,8,"non-DEG",100
"ENSG00000185591 HCC1395/HCC1395BL",1.05776583128096,7.0105917770179e-88,8,"non-DEG",100
"ENSG00000185608 HCC1395/HCC1395BL",0.625350988001058,0,8,"non-DEG",100
"ENSG00000185619 HCC1395/HCC1395BL",0.29172963103952,0,8,"down-regulate",100
"ENSG00000185621 HCC1395/HCC1395BL",2.08462278140566,7.08164060246649e-277,6.33333333333333,"up-regulate",79.1666666666667
"ENSG00000185627 HCC1395/HCC1395BL",0.489293997464936,0,6,"down-regulate",75
"ENSG00000185633 HCC1395/HCC1395BL",0.274223145582791,5.1722835451475e-309,8,"down-regulate",100
"ENSG00000185650 HCC1395/HCC1395BL",1.91965572214796,0,5.5,"non-DEG",68.75
"ENSG00000185716 HCC1395/HCC1395BL",1.69612822084365,0,7.5,"non-DEG",93.75
"ENSG00000185722 HCC1395/HCC1395BL",1.63736897301314,0,8,"non-DEG",100
"ENSG00000185745 HCC1395/HCC1395BL",0.804709360091586,6.36817426498171e-199,8,"non-DEG",100
"ENSG00000185753 HCC1395/HCC1395BL",0.186139313152429,0,8,"down-regulate",100
"ENSG00000185787 HCC1395/HCC1395BL",0.908709695209308,7.49242786186145e-159,8,"non-DEG",100
"ENSG00000185800 HCC1395/HCC1395BL",0.664057522581077,4.7883373907815e-251,8,"non-DEG",100
"ENSG00000185825 HCC1395/HCC1395BL",3.27244328548781,0,8,"up-regulate",100
"ENSG00000185829 HCC1395/HCC1395BL",0.497732411141869,0,6,"down-regulate",75
"ENSG00000185839 HCC1395/HCC1395BL",0.75433880882845,6.11828285404015e-33,7,"non-DEG",87.5
"ENSG00000185864 HCC1395/HCC1395BL",0.833551792749013,7.54565729297362e-136,8,"non-DEG",100
"ENSG00000185869 HCC1395/HCC1395BL",11.5787559974023,0,8,"up-regulate",100
"ENSG00000185880 HCC1395/HCC1395BL",0.261021251959516,0,8,"down-regulate",100
"ENSG00000185883 HCC1395/HCC1395BL",1.72289197571624,0,7.5,"non-DEG",93.75
"ENSG00000185896 HCC1395/HCC1395BL",2.44736062375204,0,7.5,"up-regulate",93.75
"ENSG00000185909 HCC1395/HCC1395BL",11.3955647737253,0,8,"up-regulate",100
"ENSG00000185947 HCC1395/HCC1395BL",0.308243678463911,0,8,"down-regulate",100
"ENSG00000185950 HCC1395/HCC1395BL",4.24459375234112,0,8,"up-regulate",100
"ENSG00000185963 HCC1395/HCC1395BL",1.61344711502194,0,8,"non-DEG",100
"ENSG00000185989 HCC1395/HCC1395BL",0.955810803161238,4.77482627418668e-26,8,"non-DEG",100
"ENSG00000186001 HCC1395/HCC1395BL",0.662188680776921,0,8,"non-DEG",100
"ENSG00000186010 HCC1395/HCC1395BL",1.67738129608549,2.32960970481801e-22,7.75,"up-regulate",96.875
"ENSG00000186017 HCC1395/HCC1395BL",2.79280826562711,0,8,"up-regulate",100
"ENSG00000186020 HCC1395/HCC1395BL",1.46098137190384,9.63716611479177e-273,8,"non-DEG",100
"ENSG00000186056 HCC1395/HCC1395BL",0.584181374089849,4.38706986892617e-196,7,"non-DEG",87.5
"ENSG00000186063 HCC1395/HCC1395BL",0.954403650434425,5.86481584209896e-31,8,"non-DEG",100
"ENSG00000186073 HCC1395/HCC1395BL",0.351534769279761,0,8,"down-regulate",100
"ENSG00000186081 HCC1395/HCC1395BL",13.5634691381406,0,8,"up-regulate",100
"ENSG00000186088 HCC1395/HCC1395BL",1.30859010440103,1.02815319177142e-264,8,"non-DEG",100
"ENSG00000186104 HCC1395/HCC1395BL",0.799473382605723,3.11744334176855e-149,8,"non-DEG",100
"ENSG00000186130 HCC1395/HCC1395BL",0.811210089546017,2.25069322551918e-179,8,"non-DEG",100
"ENSG00000186141 HCC1395/HCC1395BL",0.839578888944952,1.11167563688941e-126,8,"non-DEG",100
"ENSG00000186153 HCC1395/HCC1395BL",2.77837249456331,0,7.5,"up-regulate",93.75
"ENSG00000186166 HCC1395/HCC1395BL",0.636379613547181,1.43893370088984e-252,8,"non-DEG",100
"ENSG00000186174 HCC1395/HCC1395BL",8.65898503884711,0,8,"up-regulate",100
"ENSG00000186184 HCC1395/HCC1395BL",0.606657448961198,0,8,"non-DEG",100
"ENSG00000186185 HCC1395/HCC1395BL",0.593894019881867,0,8,"non-DEG",100
"ENSG00000186187 HCC1395/HCC1395BL",3.05650673205539,0,8,"up-regulate",100
"ENSG00000186222 HCC1395/HCC1395BL",0.462468193993149,0,6.5,"down-regulate",81.25
"ENSG00000186280 HCC1395/HCC1395BL",0.451588387733841,0,7.5,"down-regulate",93.75
"ENSG00000186283 HCC1395/HCC1395BL",0.487067785378411,0,5.5,"down-regulate",68.75
"ENSG00000186300 HCC1395/HCC1395BL",9.68087044212048,0,8,"up-regulate",100
"ENSG00000186301 HCC1395/HCC1395BL",1.7126538502497,1.29078548378662e-227,8,"non-DEG",100
"ENSG00000186395 HCC1395/HCC1395BL",1.22235729219618,6.40968335489467e-52,8,"non-DEG",100
"ENSG00000186399 HCC1395/HCC1395BL",3.50276215426493,5.0482902606562e-272,8,"up-regulate",100
"ENSG00000186409 HCC1395/HCC1395BL",0.530381213281349,1.21458932632351e-199,4.5,"non-DEG",56.25
"ENSG00000186432 HCC1395/HCC1395BL",1.88867712510811,0,7,"non-DEG",87.5
"ENSG00000186448 HCC1395/HCC1395BL",0.934315505508138,8.2343541338076e-80,8,"non-DEG",100
"ENSG00000186469 HCC1395/HCC1395BL",0.0443076941343321,0,8,"down-regulate",100
"ENSG00000186470 HCC1395/HCC1395BL",0.827552316976986,1.99370647505738e-255,8,"non-DEG",100
"ENSG00000186481 HCC1395/HCC1395BL",0.215314711537032,1.14152344039562e-171,8,"down-regulate",100
"ENSG00000186496 HCC1395/HCC1395BL",0.837787553158627,4.76960650003747e-32,8,"non-DEG",100
"ENSG00000186501 HCC1395/HCC1395BL",1.48238584185042,1.45251958092857e-286,8,"non-DEG",100
"ENSG00000186529 HCC1395/HCC1395BL",0.162856155446127,0,8,"down-regulate",100
"ENSG00000186567 HCC1395/HCC1395BL",2.96790250962691,9.31253705517759e-246,8,"up-regulate",100
"ENSG00000186594 HCC1395/HCC1395BL",14.7475200564662,0,8,"up-regulate",100
"ENSG00000186603 HCC1395/HCC1395BL",0.486576820163319,2.21953743772221e-251,5.33333333333333,"down-regulate",66.6666666666667
"ENSG00000186625 HCC1395/HCC1395BL",0.853546009429698,1.25656298698e-130,8,"non-DEG",100
"ENSG00000186635 HCC1395/HCC1395BL",0.247532741419553,0,8,"down-regulate",100
