"gene_compare","fc_mean","p_mean","freq","N_non","N_down","final","compare","usample","gene","uchar","homoge","ubb_1_logFC","uwb_1_logFC","uhom_logFC","long_stability","ulst","kd_stability","uskd","dw4_stability","usw4","dw24_stability","usw25","dwCO2_stability","usco2","uts","uc","U"
"ENSG00000002834 HCC1395/HCC1395BL",1.094521065,1.07e-102,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000002834",0.006661044,FALSE,0.004549751,0.00244074,0.005175675,FALSE,0.032838548,"FALSE","0.008893521","FALSE",0.001447871,"FALSE","1.33379E-05","FALSE",0.001343927,0.0328979133831049,0.0339621822596522,0.0679243645193044
"ENSG00000003096 HCC1395/HCC1395BL",0.252689929,0,3,0,3,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000003096",0.012361301,FALSE,0.008227052,0.005740824,0.010057909,FALSE,0.075277291,"FALSE","0.006662391","FALSE",0.004091632,"FALSE","5.11429E-05","FALSE",0.000914323,0.0753939518746062,0.0770597902614283,0.154119580522857
"ENSG00000003393 HCC1395/HCC1395BL",1.070513315,2.98e-42,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000003393",0.006299849,FALSE,0.014103251,0.006353407,0.015491079,FALSE,0.052069296,"FALSE","0.001827214","FALSE",0.001042127,"TRUE","2.59597E-05","FALSE",0.002237823,0.0521277801790856,0.0547445622176862,0.109489124435372
"ENSG00000003436 HCC1395/HCC1395BL",0.151906634,0,2,0,2,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000003436",0.062381563,FALSE,0.000680905,0.01327925,0.013298211,FALSE,0.393336635,"FALSE","0.021859875","FALSE",0.01032944,"FALSE","0.001614053","FALSE",0.004774968,0.393501214843408,0.398637062879709,0.797274125759419
"ENSG00000003509 HCC1395/HCC1395BL",0.427626514,0,2,0,2,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000003509",0.020983442,FALSE,0.004646274,0.004303323,0.006392874,FALSE,0.11712612,"FALSE","0.021819832","FALSE",0.001129862,"FALSE","0.000175051","FALSE",0.002927951,0.117168158948802,0.119203821866579,0.238407643733158
"ENSG00000003756 HCC1395/HCC1395BL",1.475696834,0,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000003756",0.008876268,FALSE,0.041412992,0.026279726,0.049139764,FALSE,0.030716504,"TRUE","0.002064346","FALSE",0.001208175,"FALSE","0.000250947","FALSE",0.001737295,0.0307893081885525,0.0586641801980833,0.117328360396167
"ENSG00000003989 HCC1395/HCC1395BL",11.33053679,0,2,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000003989",0.055976242,FALSE,0.105841457,0.06131245,0.12252378,FALSE,0.542740852,"FALSE","0.019852288","FALSE",0.020581457,"FALSE","0.000826942","FALSE",0.008286901,0.543194165589168,0.559647494289078,1.11929498857816
"ENSG00000004059 HCC1395/HCC1395BL",1.596052591,0,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000004059",0.010490547,FALSE,0.005463541,0.003220846,0.006393285,FALSE,0.058656453,"FALSE","0.023215982","FALSE",0.000870987,"FALSE","0.000304108","FALSE",0.001963147,0.0586957583053408,0.0599676388770595,0.119935277754119
"ENSG00000004399 HCC1395/HCC1395BL",249.6563405,0,2,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000004399",0.084679509,FALSE,61.94632959,0.190593852,61.94853157,FALSE,0.161186124,"FALSE","0.023429186","FALSE",0.021712586,"FALSE","0.003199053","FALSE",0.018168225,0.163653558961,61.9488056122625,123.897611224525
"ENSG00000004455 HCC1395/HCC1395BL",0.789787226,0,4,4,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000004455",0.011540998,FALSE,0.0046033,0.002090595,0.005057676,FALSE,0.125612507,"FALSE","0.002107326","FALSE",0.000327556,"TRUE","8.5805E-06","FALSE",0.000666613,0.125614702884057,0.126245111992532,0.252490223985064
