"gene_compare","fc_mean","p_mean","freq","N_non","N_down","final","compare","usample","gene","uchar","homoge","ubb_1_logFC","uwb_1_logFC","uhom_logFC","long_stability","ulst","kd_stability","uskd","dw4_stability","usw4","dw24_stability","usw25","dwCO2_stability","usco2","uts","uc","U"
"ENSG00000068308 HCC1395/HCC1395BL",0.876370656,6.93e-170,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068308",0.013355154,FALSE,0.00527554,0.002928157,0.006050689,FALSE,0.057337972,"FALSE","0.015171899","FALSE",0.003358531,"FALSE","1.83522E-05","FALSE",0.000925867,0.0574437115205175,0.0592853351933754,0.118570670386751
"ENSG00000068323 HCC1395/HCC1395BL",1.993644425,0,2,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068323",0.009347125,FALSE,0.001537335,0.004570925,0.005379728,FALSE,0.021896358,"FALSE","0.033194124","FALSE",0.001374236,"FALSE","7.49562E-05","FALSE",0.001859637,0.0220181122719371,0.024517493492183,0.0490349869843661
"ENSG00000068366 HCC1395/HCC1395BL",1.438085647,0,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068366",0.010088104,FALSE,0.006769985,0.00298857,0.007574784,FALSE,0.027356032,"FALSE","0.023761995","FALSE",0.000400905,"FALSE","7.13659E-05","FALSE",0.00099748,0.0273771470017321,0.0301439110421312,0.0602878220842625
"ENSG00000068383 HCC1395/HCC1395BL",0.850552,2.17e-160,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068383",0.017529478,FALSE,0.006061855,0.003375268,0.006987757,FALSE,0.10788191,"FALSE","0.001551372","FALSE",0.000911045,"FALSE","9.91624E-05","FALSE",0.004039648,0.107961360051659,0.109598205327677,0.219196410655353
"ENSG00000068394 HCC1395/HCC1395BL",0.480425717,0,3,0,3,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068394",0.01610962,FALSE,0.011158486,0.002632263,0.011546837,FALSE,0.10642327,"FALSE","0.028967316","FALSE",0.001534229,"FALSE","0.000202731","FALSE",0.003689685,0.106498263044599,0.108326955707089,0.216653911414177
"ENSG00000068400 HCC1395/HCC1395BL",0.532768866,0,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068400",0.011882852,FALSE,0.005257344,0.002983987,0.006217763,FALSE,0.111459554,"FALSE","0.027138605","FALSE",0.001606849,"FALSE","8.06702E-05","FALSE",0.00218698,0.111492587301166,0.112296303463143,0.224592606926285
"ENSG00000068650 HCC1395/HCC1395BL",0.241048051,0,4,0,4,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068650",0.005805212,FALSE,0.005426834,0.003565081,0.006769029,FALSE,0.046457274,"FALSE","0.002491222","FALSE",0.001691867,"FALSE","0.000125525","FALSE",0.002008833,0.0465314531417046,0.0473782267655348,0.0947564535310696
"ENSG00000068654 HCC1395/HCC1395BL",1.240761775,0,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068654",0.006237429,FALSE,0.005171912,0.002773346,0.005877501,FALSE,0.036043629,"FALSE","0.008597104","FALSE",0.001083991,"FALSE","0.000109782","FALSE",0.001873136,0.0361085428458726,0.0371116882529919,0.0742233765059839
"ENSG00000068745 HCC1395/HCC1395BL",3.630860902,0,3,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068745",0.004429615,FALSE,0.006257653,0.002745211,0.006835919,FALSE,0.021022264,"FALSE","0.020276673","FALSE",0.002172863,"TRUE","2.81278E-05","FALSE",0.001455955,0.0211843508813579,0.0226964314350797,0.0453928628701595
"ENSG00000068784 HCC1395/HCC1395BL",0.638295834,0,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068784",0.019713872,FALSE,0.009897071,0.018660034,0.023647853,FALSE,0.110206691,"FALSE","0.004342759","FALSE",0.000187209,"FALSE","0.000306208","FALSE",0.002957163,0.110246517411607,0.11446463341194,0.228929266823879
"ENSG00000068796 HCC1395/HCC1395BL",0.18757447,0,3,0,3,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068796",0.011669486,FALSE,0.005952179,0.002726631,0.006586176,FALSE,0.054626806,"FALSE","0.010279111","FALSE",0.002396803,"FALSE","5.17686E-05","FALSE",0.000938299,0.0546874117452622,0.0563051296171407,0.112610259234281
"ENSG00000068831 HCC1395/HCC1395BL",0.102176825,0,3,0,3,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068831",0.050863527,FALSE,0.032319503,0.073944189,0.082324823,FALSE,0.252891346,"FALSE","0.201859768","FALSE",0.053163848,"FALSE","0.003646798","FALSE",0.064629025,0.266378186960399,0.283411032511387,0.566822065022774
"ENSG00000068885 HCC1395/HCC1395BL",2.462265349,0,2,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068885",0.023055831,FALSE,0.003498766,0.004893711,0.006920441,FALSE,0.106885758,"FALSE","0.047609253","FALSE",0.00277775,"FALSE","0.000114764","FALSE",0.002444333,0.106949782244341,0.109625360974763,0.219250721949525
"ENSG00000068903 HCC1395/HCC1395BL",0.839803327,1.78e-127,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068903",0.006355454,FALSE,0.006017584,0.00371545,0.007113234,FALSE,0.023905737,"FALSE","0.019293461","FALSE",0.004050228,"TRUE","1.73624E-05","FALSE",0.002103537,0.024337491166419,0.0261400721070236,0.0522801442140472
"ENSG00000068912 HCC1395/HCC1395BL",1.338405424,0,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000068912",0.005808075,FALSE,0.006654459,0.004052938,0.00780608,FALSE,0.033283017,"FALSE","0.027988967","FALSE",0.001873405,"FALSE","0.000152531","FALSE",0.001768576,0.0333825812061334,0.0347716169908176,0.0695432339816352
"ENSG00000068971 HCC1395/HCC1395BL",2.333129195,0,2,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000068971",0.008884054,FALSE,0.005196266,0.006133805,0.008904857,FALSE,0.04331973,"FALSE","0.008537154","FALSE",0.00141226,"FALSE","0.000186896","FALSE",0.003438295,0.0434789070479874,0.0452618851988391,0.0905237703976782
"ENSG00000069399 HCC1395/HCC1395BL",2.387820451,0,3,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000069399",0.007533408,FALSE,0.000699175,0.008383036,0.00848155,FALSE,0.066118026,"FALSE","0.025242645","FALSE",0.003568835,"FALSE","0.000254453","FALSE",0.005395767,0.0664337583380031,0.0673953497906877,0.134790699581375
"ENSG00000069424 HCC1395/HCC1395BL",0.135373226,0,4,0,4,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000069424",0.008156532,FALSE,0.00869471,0.002062138,0.008945335,FALSE,0.032203427,"FALSE","0.009692004","FALSE",0.001561438,"FALSE","3.26126E-05","FALSE",0.00236868,0.0323281525007937,0.0345203921855448,0.0690407843710896
"ENSG00000069493 HCC1395/HCC1395BL",0.108258706,0,3,0,3,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000069493",0.033829346,FALSE,0.003036293,0.004278189,0.00575644,FALSE,0.312930796,"FALSE","0.029024389","FALSE",0.00327578,"TRUE","0.000057563","FALSE",0.002729819,0.31295984683594,0.314835555463223,0.629671110926446
"ENSG00000069509 HCC1395/HCC1395BL",0.918018251,3.66e-26,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000069509",0.010043402,FALSE,0.015137417,0.00349699,0.015549354,FALSE,0.100739441,"FALSE","0.006488372","FALSE",0.006146048,"FALSE","0.000123039","FALSE",0.004394041,0.101022356314434,0.102704278435085,0.205408556870169
"ENSG00000069849 HCC1395/HCC1395BL",2.416166143,0,3,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000069849",0.015378437,FALSE,0.010360074,0.003080715,0.011506269,FALSE,0.076016229,"FALSE","0.007052564","FALSE",0.001067541,"FALSE","6.32515E-05","FALSE",0.002247935,0.076056951864582,0.0784445694601907,0.156889138920381
"ENSG00000069869 HCC1395/HCC1395BL",1.131066502,5.25e-135,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000069869",0.017165954,FALSE,0.005507065,0.002610967,0.006100353,FALSE,0.121679625,"FALSE","0.017614529","FALSE",0.003123913,"FALSE","1.54179E-05","FALSE",0.001895619,0.121734478862668,0.123090079321691,0.246180158643381
"ENSG00000069943 HCC1395/HCC1395BL",0.482260437,0,2,0,2,"down-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000069943",0.018382297,FALSE,0.003632138,0.005314865,0.007746715,FALSE,0.075190386,"FALSE","0.006855653","FALSE",0.003435118,"FALSE","6.06241E-05","FALSE",0.003584591,0.0753541204921151,0.0779497524782961,0.155899504956592
"ENSG00000069956 HCC1395/HCC1395BL",0.54068196,0,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000069956",0.007107257,FALSE,0.004896232,0.002844743,0.005662715,FALSE,0.040338754,"FALSE","0.014143564","FALSE",0.001830126,"FALSE","7.61363E-05","FALSE",0.000700509,0.0403863237780746,0.041396069759613,0.082792139519226
"ENSG00000069974 HCC1395/HCC1395BL",0.564866838,0,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000069974",0.008376509,FALSE,0.004672177,0.0031563,0.005646477,FALSE,0.065018522,"FALSE","0.018816917","FALSE",0.001504317,"FALSE","2.45113E-05","FALSE",0.002163044,0.0650718828069921,0.0658513366423607,0.131702673284721
"ENSG00000069998 HCC1395/HCC1395BL",0.572594557,0,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000069998",0.009798848,FALSE,0.009314241,0.003264291,0.01104278,FALSE,0.027407167,"FALSE","0.016839775","FALSE",0.00265415,"FALSE","0.000109512","FALSE",0.003560409,0.0277646146639148,0.031445734841011,0.062891469682022
"ENSG00000070010 HCC1395/HCC1395BL",0.513004549,0,2,1,1,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070010",0.014184023,FALSE,0.004095571,0.002890285,0.005495974,FALSE,0.091723456,"FALSE","0.006904373","FALSE",0.001418521,"FALSE","2.62891E-05","FALSE",0.001102175,0.0917410451877566,0.0929936105913477,0.185987221182695
"ENSG00000070018 HCC1395/HCC1395BL",2.285786773,0,4,0,0,"up-regulate","HCC1395/HCC1395BL","HCC1395","ENSG00000070018",0.005625595,FALSE,0.001161383,0.00536383,0.005861144,FALSE,0.02302161,"FALSE","0.014786645","FALSE",0.00183979,"FALSE","0.000237456","FALSE",0.001636969,0.0231529484460006,0.0245368977223267,0.0490737954446534
"ENSG00000070047 HCC1395/HCC1395BL",0.717160008,4.69e-264,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070047",0.021870081,FALSE,0.004376151,0.002736897,0.005194497,FALSE,0.162855771,"FALSE","0.010059775","FALSE",0.001315086,"FALSE","0.000143065","FALSE",0.000705771,0.162862609925963,0.164406547783006,0.328813095566012
"ENSG00000070087 HCC1395/HCC1395BL",2.019010518,0,2,1,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070087",0.008582255,FALSE,0.004233206,0.003853624,0.005917486,FALSE,0.067465974,"FALSE","0.000541217","FALSE",0.001552759,"FALSE","3.08394E-05","FALSE",0.001110119,0.0674929705411972,0.0682932852769593,0.136586570553919
"ENSG00000070269 HCC1395/HCC1395BL",1.437021115,0,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070269",0.015541926,FALSE,0.008016009,0.0040568,0.008987958,FALSE,0.057884078,"FALSE","0.01354689","FALSE",0.002462676,"FALSE","0.000146226","FALSE",0.003197537,0.0580246111736859,0.0607387055727785,0.121477411145557
"ENSG00000070366 HCC1395/HCC1395BL",1.18858914,4.55e-285,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070366",0.005119162,FALSE,0.011241215,0.003597453,0.011824997,FALSE,0.027308628,"FALSE","0.00404687","FALSE",0.000869888,"FALSE","0.000359656","FALSE",0.002876647,0.0274734957065448,0.0303451699611287,0.0606903399222575
"ENSG00000070404 HCC1395/HCC1395BL",1.984874302,4.22e-301,2,1,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070404",0.021473439,FALSE,0.013381599,0.005563739,0.014819686,FALSE,0.072327163,"FALSE","0.020150423","FALSE",0.004009234,"FALSE","0.000024601","FALSE",0.005948181,0.0726820013628139,0.0772230859117233,0.154446171823447
"ENSG00000070413 HCC1395/HCC1395BL",1.372790314,0,3,3,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070413",0.010301336,FALSE,0.005781117,0.004242405,0.007352011,FALSE,0.08116636,"FALSE","0.013175341","FALSE",0.004375921,"FALSE","0.000136859","FALSE",0.001339606,0.0812952718458034,0.0822744845842992,0.164548969168598
"ENSG00000070476 HCC1395/HCC1395BL",0.813859588,2.67e-168,2,2,0,"non-DEG","HCC1395/HCC1395BL","HCC1395","ENSG00000070476",0.007192049,FALSE,0.000924564,0.006262787,0.00650556,FALSE,0.045270319,"FALSE","0.008366666","FALSE",0.001728242,"FALSE","0.000327991","FALSE",0.000652419,0.0453079932608352,0.0463342436331477,0.0926684872662954
